ID,Turn,Speaker,Sentence,Tag,StudentTag,Transcript
27059,76,T,This angle is called angle CDE,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27060,76,T,I want you to try to fit some wedges into the angle and have it fit perfectly,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27061,77,S,Cant this angle also be called EDC,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27062,78,T,It could be,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27063,78,T,It could be,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27064,79,S,When,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27065,80,S,I have this one and that one,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27066,80,S,I have two of them,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27067,81,T,Try it,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27068,81,T,try it out a different way,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27069,82,T,Yes now you can probably use that  to help you with the next one,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27070,83,S,Okay now I have three,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27071,84,T,The kids are,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27072,84,T,Why arent all of our measurements the same,6,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27073,84,T,They used different size wedges,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27074,84,T,Do other wedges create  measurement,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27075,85,S,I have four,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27076,86,T,What do you think that one does,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27077,86,T,You can measure amount of rotation by measuring the spread of the angle,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27078,86,T,Theres lots of,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27079,86,T,Later one way we will measure is,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27080,87,T,No its whatever quarters fit on here so you have to figure out what fits four on here,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27081,88,T,Fourth graders my friends Im looking for what wedges are being used to fill the angle and Im actually going to have you stand up push in your chair and stand up behind your chair,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27082,88,T,Everybody stand up,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27083,88,T,Everybody push in their chair,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27084,88,T,What Im looking for right now is youre going to do another gallery walk and in our gallery walk were going to go around and look at what fraction circles or what wedges did our classmates try when they were measuring this angle with wedges,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27085,88,T,Okay,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27086,88,T,So should you touch anyone elses work when you walk by,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27087,89,S,No,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27088,90,T,No,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27089,90,T,Should you look at other peoples work when you walk by,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27090,91,S,Yes,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27091,92,T,Right where Ms Miller is standing everybody point to the front whiteboard,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27092,92,T,I want you to think while youre walking around do you agree do you disagree did you think something similar to this partner this classmate did you use a similar strategy a different strategy,2,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27093,92,T,Ready,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27115,97,T,How many wedges fit into this angle,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27116,98,T,My question for you right now is which one is right,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27117,98,T,High five someone next to you so you have a thinking partner,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27118,98,T,Show me who youre talking to,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27119,98,T,Would you please sit up straight Brady and I want you to think about what the three we just showed is there one thats right,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27120,98,T,Talk to your partner,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27121,98,T,Go,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27122,99,T,Well it took me a minute too,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27123,100,T,Okay close your conversations please,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27124,100,T,Thank you for your smart thinking,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27125,100,T,Would you keep your hand up if youre willing to share your thinking right now,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27126,100,T,Brendan,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27127,101,S,I think they all are because I tried all of those too when I was trying to figure out how many would fit on the second one but then I realized when we came to the carpet that all of these could be whole wedges so I figured that the orange one was one whole because at first I thought just the whole circle like the red one would be the whole because I thought that on the second one it would be four so I thought it would be the yellow one but then I saw Alyssas when she put 13 on hers and then I revised my thinking and thinking that that was one whole because it fit perfectly on there,NA,4,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27128,102,T,Thank you for explaining why you revised your thinking and how your thinking keeps changing because thats a good thing in math,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27129,102,T,Colin would you like to add on,2,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27130,103,S,I was thinking,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27131,104,T,Its Jack,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27132,105,S,No Colin,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27133,106,T,Colin,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27134,106,T,Okay,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27135,106,T,All right tell us your thinking,6,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27136,106,T,Tell your classmates,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27141,110,T,My friends what I want us to think about is we start,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27142,111,S,Okay but you cant do all of them,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27143,112,T,I just love how your brains are thinking so much about this,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27144,113,S,I respectfully disagree,NA,1,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27145,114,T,My friends its not okay to just shout out because thats not respectfully communicating with your partners,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27146,114,T,Heres what I want you to know youre all right,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27147,114,T,This was one way of being right this is another way of being right,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27148,114,T,Lets look at this on right now,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27149,115,S,Excuse me,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27150,116,T,Just a minute please honey,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27151,116,T,How much of the fourth wedge,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27152,116,T,I think were supposed to have the light purple,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27153,117,S,I think light purple is,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27154,118,T,Do they mean this one,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27155,119,S,No I think they mean light purple,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27156,120,T,About how much of the fourth wedge is inside the angle,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27157,121,S,Thatd be because you can fit 412,NA,4,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27158,122,S,Yes you can fit 412,NA,1,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27159,123,T,We could fit 412,4,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27160,124,S,I think thats what the fourth wedge,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27161,125,T,How did you know we could fit 412,6,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27162,125,T,Who said that,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27163,125,T,Yes Alyssa,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27164,126,S,Before I counted out I knew that four times three equals 12 but so then I counted out and it worked out,NA,4,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27165,127,T,You know what I think,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27166,128,T,Tell us more,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27167,128,T,Heres what I think its really asking when it comes down to it,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27168,128,T,What does it mean to measure an angle,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27169,128,T,When we measure something we need to use a standard unit,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27170,128,T,That means we have to use something like an inch a centimeter a mile a kilometer or a wedge a colored wedge,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27171,128,T,When we measure something we need to use a standard unit so when were talking about measuring an angle what were really talking about is measuring the distance between this ray and this ray,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27172,129,T,Now we could go on a walk raise your hand if you go on walks with your family,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27173,129,T,I might go for a walk and I might measure my walk in steps,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27174,129,T,I might say Yes I got 10000 steps today,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27175,129,T,Ms Miller might go on the same walk and she might say Well I got two miles,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27176,129,T,Paris might go on the same walk and she said,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27177,129,T,Well I got 28 kilometers,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27178,129,T,Who would be right,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27179,129,S,All of them,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27180,130,T,All of us,4,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27181,131,S,Well actually we dont know,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27182,132,T,Why,6,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27183,133,S,You have different sized feet,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27184,134,T,Because the unit of measurement I used was different than the unit of measurement Ms Miller used was different than the unit of measurement that Paris used,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27185,134,T,What were talking about is we all walked the same distance,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27186,134,T,Lets say Paris walked from C to ETwalked from C to E and Ms Miller walked from C to E,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27187,135,S,unit so youll get different answers because you guys have different sized feet,NA,4,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27188,136,T,Yes why did we get different answers,6,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27189,137,S,Because you used feet she used miles and Paris used kilometers,NA,4,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27234,159,T,I love how Michael is ready,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27235,159,T,Im waiting for a couple of friends back here to show me that they are ready,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27236,159,T,I would like nothing in your hands,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27237,159,T,I would like you to face me and I would like you to face it so that you can see the screen right here,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27238,159,T,Ms Miller you are doing an excellent job,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27239,159,T,My friends today we will explore the word of say it,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27240,160,S,Rotation,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27241,161,T,Were going to use rotation the word rotation to help us with measuring angles and were going to use this word iteration of measurement units and angle measures,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27242,161,T,That means were going to keep trying different ways to use rotation to measure angles,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27243,161,T,We will know that we have it when we practice different kinds of turns because turn is another word for what,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27244,162,S,Rotation,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27245,163,T,Youre going to be doing what,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27246,164,S,Turn,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27247,165,T,And,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27248,166,S,Rotations,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27249,167,T,Were going to be using those to measure benchmark angles,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27250,167,T,Now heres what I mean by benchmark,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27251,167,T,Benchmark means angles that we use a lot,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27252,167,T,How many degrees Colin this is where I need you how many degrees are in a circle,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27253,168,S,360,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27254,169,T,360,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27255,169,T,Are you facing me right now,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27256,170,S,Yes,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27257,171,T,We are going to turn clockwise,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27258,171,T,Ready put your right hand up,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27259,171,T,We are going to be turning clockwise were going to rotate 360 degrees or a full circle ready,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27260,171,T,Go,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27261,172,T,She didnt say two circles,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27262,173,T,That was one circle,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27263,174,T,She said one,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27264,175,T,We rotated a full turn,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27265,175,T,Hands down,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27266,175,T,Left hand up,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27267,175,T,We are going to rotate one full turn counterclockwise,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27268,175,T,That means the opposite way of the clock,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27269,175,T,Ready,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27270,175,T,Go,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27271,175,T,Now if I was measuring that angle that was a full turn angle or Colin how many degrees,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27272,176,S,360,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27273,177,T,360,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27274,177,T,Face back upfront again,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27277,179,T,Right,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27278,179,T,This time we are turning onehalf turn right,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27279,179,T,We are turning onehalf turn and we will be facing the back wall when were done,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27280,179,T,Ready,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27281,179,T,Go,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27282,179,T,Half turn,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27283,179,T,Lets see if I can stump you here,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27284,179,T,Hand down,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27285,179,T,Hold up your left hand,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27286,179,T,Were going to turn left which is counterclockwise another half turn,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27287,179,T,Ready,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27288,179,T,Go,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27289,180,S,Oh my God its so hard,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27290,181,T,Where should you be facing,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27291,182,S,That way,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27292,182,S,The front,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27293,183,T,Excellent,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27294,183,T,My friends so far we have turned a whole turn we have turned a halfturn and now we are going to turn a,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27295,184,S,Quarter,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27296,185,T,Quarter,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27297,185,T,How did you guess,6,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27298,186,S,Because we aint dumb,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27340,207,T,Okay my friends,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27341,207,T,When we look at page 178 we are going to be talking about measuring angles with turns with rotations okay,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27342,207,T,Im going to do a couple with you you are going to do a couple with your thinking partner,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27343,207,T,If I can find a pencil on Ms Millers desk,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27344,208,T,Heres one right here,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27345,209,T,Woah I just lost the lead down there for you,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27346,209,T,Sorry,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27347,210,T,Its okay thats fine,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27348,211,T,Okay my friends,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27349,211,T,This is my other favorite thing to show me youre ready,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27350,211,T,Hold your pencil between two fingers like this and do it a little wiggle,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27351,211,T,Show me a good wiggle,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27352,211,T,Show me youre ready with a good wiggle,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27353,211,T,Okay pencil in your hand,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27354,211,T,Point your eraser to the word describe,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27355,211,T,Ready,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27356,211,T,I want to hear all of your voices,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27357,211,T,Go,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27358,212,S,Describe each angle by the amount of rotations,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27359,212,S,Use the words full turn threequarters turn halfturn and quarterturn,NA,0,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27360,213,T,Describe each angle by the amount of rotations,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27361,213,T,Use the words full turn 34 turn half turn and quarter turn,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27362,213,T,My friends these are your answers,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27394,226,T,Face the front board,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27395,226,T,Were actually going to do were starting here and were going to turn to where this ray is pointing,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27396,226,T,Ready,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27397,226,T,Go,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27398,226,T,What did we just do,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27399,227,S,Quarter turn,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27400,228,T,There we go,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27401,228,T,Write it down,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27402,229,T,Our answer for number one is what,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27403,230,S,Quarter turn,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27404,231,T,Quarter turn,3,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27405,231,T,Lets do number two together,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27406,231,T,This is an interesting one,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27407,231,T,What do we think about look at the arc and whisper to your face partner again,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27408,231,T,Full turn quarter turn half turn threequarters turn,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27409,231,T,Whisper to your face partner again,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27410,231,T,Go,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27411,231,T,Okay,0,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27412,231,T,Say your answer out loud,5,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27413,232,S,Full turn,NA,3,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27414,233,T,Is there a volunteer to explain their thinking,6,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27415,233,T,Who havent I heard from in a while,1,NA,TalkBack.Year1.Travers.Spring.020620-3.xlsx
27446,1,T,All right fifthgrader,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27447,1,T,Im excited to be in here for some math today,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27448,1,T,Our lesson builds off of the lesson youve had over the last couple of days about using read these words with me powers,1,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27449,2,S,Powers of 10,NA,0,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27450,3,T,I want you to really do some thinking back to the last couple of days,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27451,3,T,Today were going to be converting measurements in the metric system using what,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27452,4,S,Powers of 10,NA,3,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27453,5,T,Powers of 10,3,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27454,5,T,Okay,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27476,9,T,Determine how the units are related,1,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27477,10,S,Determine how the units are related,NA,0,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27478,11,T,Name the rule using exponential notation,1,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27479,12,S,Name the rule using exponential notation,NA,0,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27480,13,T,That last part means when you write down what the rule is instead of saying multiply by 100 youre going to say what is the power of 10 in X Exponential notation means what power of 10,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27481,13,T,100 is what power,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27482,13,T,10 to the,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27483,14,S,X2,NA,3,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27484,15,T,Instead of saying the rule was multiplied by 100 youre going to say the rule was multiply by 102,4,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27485,15,T,This is all things you can do its building off what weve learned over the last few days,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27486,15,T,All right,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27487,15,T,Here we go,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27488,15,T,This is our mental math,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27489,15,T,What Id like for you to do is think through this question,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27490,15,T,What rule or pattern can you use when you multiply or divide a whole number or decimals by power of 10,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27491,15,T,For example and this was hard for me to write because I didnt know how to do powers of 10 on the Google slides,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27492,15,T,The question is what if you had something like this,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27493,15,T,30 7 what is that,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27494,15,T,And,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27495,16,S,310,NA,3,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27496,17,T,310,3,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27497,17,T,Divided by 102,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27501,19,T,Times 102,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27502,19,T,You have a whiteboard in front of you,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27503,19,T,You have a word bank on the front whiteboard,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27504,19,T,The word bank says you might use words like backward forward smaller larger decimal shift which is another word for move,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27505,19,T,Right left,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27506,19,T,You might use some of these words,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27507,19,T,These words are here to help you,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27508,19,T,You can solve those if that helps you,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27509,20,T,What I want you to do is write down what rule or pattern do we use when were multiplying and dividing by powers of 10,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27510,20,T,You have a minute or two to do some writing and thinking,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27511,20,T,Use this word bank,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27512,20,T,This is were doing all everyone should be writing,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27513,20,T,What rule or pattern can you use when you multiply or divide whole numbers or decimals by the power of 10,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27514,20,T,Remember exponent ball,0,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27515,20,T,Youre right but how do you know far to move it,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27516,20,T,How do you know far to move the decimal,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
27517,20,T,How do you move the decimal,5,NA,TalkBack.Year1.Travers.Spring.022120-1.xlsx
